Year,Model Name,Series,Color,Window Color,Interior Color,Country
1968,Custom Fleetside,Sweet Sixteen,Spectraflame Gold,Clear,,US
1968,Custom Fleetside,Sweet Sixteen,Spectraflame Antifreeze,Clear,,US
1968,Custom Fleetside,Sweet Sixteen,Spectraflame Blue,Clear,,US
1968,Custom Fleetside,Sweet Sixteen,Spectraflame Lime Green,Clear,,US
1968,Custom Fleetside,Sweet Sixteen,Spectraflame Copper,Clear,,US
1968,Custom Fleetside,Sweet Sixteen,Spectraflame Light Blue,Clear,,US
1968,Custom Fleetside,Sweet Sixteen,Spectraflame Brown,Clear,,US
1970,Custom Fleetside,Sky Show,Spectraflame Orange,Clear,Black,USA
1970,Custom Fleetside,Sky Show,Spectraflame Aqua,Clear,Black,USA
1970,Custom Fleetside,Sky Show,Spectraflame Lt. Apple Green,Clear,Black,USA
1970,Custom Fleetside,Sky Show,Spectraflame Green,Clear,Black,USA
1970,Custom Fleetside,Sky Show,Spectraflame Red,Clear,Black,USA
1970,Custom Fleetside,Sky Show,Spectraflame Yellow,Clear,Black,USA
1970,Custom Fleetside,Sky Show,Spectraflame Blue,Clear,Black,USA
1970,Custom Fleetside,Sky Show,Spectraflame Magenta,Clear,Black,USA
1970,Custom Fleetside,Sky Show,Spectraflame Gold,Clear,Black,USA
1970,Custom Fleetside,Sky Show,Spectraflame Purple,Clear,Black,USA
1970,Custom Fleetside,Sky Show,Spectraflame Hot Pink,Clear,Black,USA
2003,Custom Fleetside,17th Annual Collectors Convention 4/5,Spectraflame Pink,Clear,Black,China
2003,Custom Fleetside,17th Annual Collectors Convention Dinner Car,Spectraflame Blue,,,
2003,Custom Fleetside,Special Release,Spectraflame Antifreeze,Clear,Black,China
2004,Custom Fleetside,HWC.com 3 - Real Riders 3/6,Spectraflame Black,Clear,Black,China
2011,Custom Fleetside,Original 16,Spectraflame Purple,Blue tint,Black,
2013,Custom Fleetside,HWC.com Special Releases,Spectraflame Yellow,Clear,White,China
2018,Custom Fleetside,HWC.com Original 16 Display,Spectraflame Dark Green,,Black,
2022,Custom Fleetside,RLC Exclusive,Spectraflame Party Pink,Blue tint,White,China
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Olive,Clear,Brown,USA
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Anti-freeze,Clear,Brown,USA
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Gold,Clear,Brown,USA
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Purple,Clear,White,USA
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Aqua,Clear,White,USA
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Blue,Clear,Brown,USA
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Lime Green,,,USA
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Green,Clear,White,USA
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Red,Clear,Brown,USA
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Light Blue,,,USA
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Ice Blue,,,USA
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Brown,,,USA
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Creamy Pink,Clear,White,USA
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Rose,,,USA
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Orange,,,USA
1968,Custom Mustang,Store Display,Spectraflame Watermelon,Clear,White,USA
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Light Blue,Blue Tint,White,USA
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Blue,Blue Tint,Brown,USA
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Orange,Blue Tint,White,USA
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Red,,Red,Hong Kong
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Gold,,,Hong Kong
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Copper,,,Hong Kong
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Green,,,Hong Kong
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Red,tinted blue,Red,Hong Kong
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Red,tinted blue,White,Hong Kong
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Red,tinted blue,Orange,Hong Kong
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Red,tinted blue,Grey,Hong Kong
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Red,tinted blue,Brown,Hong Kong
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Gold,,,Hong Kong
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Olive,,,Hong Kong
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Purple,,,Hong Kong
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Blue,tinted blue,Brown,Hong Kong
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Aqua,,,Hong Kong
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Creamy Pink,,,Hong Kong
1968,Custom Mustang,1968 Hot Wheels,Spectraflame Orange,,,Hong Kong
1994,Custom Mustang,Vintage Series II,Metalflake Black,Clear,Clear,China
1994,Custom Mustang,Vintage Series II,Metalflake Light Blue,Clear,Clear,China
1994,Custom Mustang,Vintage Series II,Metalflake Aqua,Clear,Gray,China
1994,Custom Mustang,Vintage Series II,Metalflake Brown,Clear,Gray,China
1994,Custom Mustang,Vintage Series II,Metalflake Dark Red,Clear,Gray,China
1994,Custom Mustang,Vintage Series II,Metalflake Gold,Clear,Gray,China
1994,Custom Mustang,Vintage Series II,Metalflake Magenta,Clear,Gray,China
1994,Custom Mustang,Vintage Series II,Metalflake Light Green,Clear,Gray,China
1994,Custom Mustang,Vintage Series II,Metalflake Lime,Clear,Gray,China
1994,Custom Mustang,Vintage Series II,Metalflake Olive,Clear,Gray,China
1994,Custom Mustang,Vintage Series II,Metalflake Orange,Clear,Gray,China
1994,Custom Mustang,Vintage Series II,Metalflake Pink,Clear,Gray,China
1994,Custom Mustang,Vintage Series II,Metalflake Blue,Clear,Clear,China
1995,Custom Mustang,Seattle Toy Show,Black,Clear,Gray,China
1995,Custom Mustang,FAO Schwarz 24K Gold Classics II 3-Pack,24K Gold,Clear,Black,China
1995,Custom Mustang,FAO Schwarz Gold Series Collection II,Gold Chrome,Clear,Black,China
1996,Custom Mustang,Bonus Car,Metalflake Dark Grey,Clear,Gray,China
1996,Custom Mustang,Seattle Toy Show,Metalflake Blue,Clear,White,China
1996,Custom Mustang,Vintage Race Team 4-Car Set,Metalflake Blue,Clear,White,China
1996,Custom Mustang,60's Muscle Car Set,Pearl White,Clear,Blue,China
1996,Custom Mustang,100th Anniversary of The Automobile in America,Red,Clear,Tan,China
1997,Custom Mustang,Van de Kamp's Promo,White,Clear,Red,China
1997,Custom Mustang,30th Anniversary of '67 Muscle Cars 3-Car Set,Light Yellow,Clear,Black,China
1997,Custom Mustang,Four Decades of Pony Power Set,Green,Clear,Black with White seats,China
1998,Custom Mustang,FAO Schwarz History of Hot Wheels Racing III,Blue,Clear,Gray,China
2013,Custom Mustang,HotWheelsCollectors.com Original 16,Spectraflame Gold,Clear,Brown,China
2016,Custom Mustang,16th Annual Hot Wheels Collectors Nationals,Spectraflame Pink,Light blue tint,Black,Thailand
2018,Custom Mustang,HotWheelsCollectors.com Original 16 Display Set,Spectraflame Magenta,Clear,Black,China
2020,Custom Mustang,RLC Special Edition,Spectraflame Otto Blue,Tinted (Smoke),White,China
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Light Blue,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Blue,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Blue,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Aqua,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Aqua,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Aqua,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Green,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Green,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Olive,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Gold,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Gold,Clear,Dark,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Gold,Clear,White,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Gold,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Antifreeze,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Antifreeze,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Antifreeze,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Orange,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Copper,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Red,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Red,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Purple,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Purple,Clear,Multiple,USA
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Blue,Tinted (Blue),Multiple,Hong Kong
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Aqua,Tinted (Blue),Multiple,Hong Kong
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Green,Tinted (Blue),Multiple,Hong Kong
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Olive,Tinted (Blue),Multiple,Hong Kong
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Copper,Tinted (Blue),Multiple,Hong Kong
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Gold,Tinted (Blue),Multiple,Hong Kong
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Orange,Tinted (Blue),Multiple,Hong Kong
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Red,Tinted (Blue),Multiple,Hong Kong
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Creamy Pink,Tinted (Blue),Multiple,Hong Kong
1968,Custom T-Bird,1968 Hot Wheels,Spectraflame Purple,Tinted (Blue),Multiple,Hong Kong
2018,Custom T-Bird,HotWheelsCollectors.com Original 16,Spectraflame Olive,Tinted (Light Blue),Cream,China
2018,Custom T-Bird,HotWheelsCollectors.com Original 16 Display Set,Spectraflame Pink,Tinted (Light Blue),Cream,China
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Copper,,White,US
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Blue,,White,US
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Blue,,Dark,US
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Green,,White,US
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Red,,White,US
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Aqua,,White,US
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Antifreeze,,,US
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Purple,,,US
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Orange,,White,US
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Gold,,,US
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Lime,,,US
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Olive,,White,US
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Rose,,White,US
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Creamy Pink,,White,US
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Light Blue,,,US
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Magenta,,,US
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Hot Pink,,,US
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Yellow,,,US
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Blue,Tinted (Blue),,Hong Kong
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Green,Tinted (Blue),,Hong Kong
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Red,Tinted (Blue),,Hong Kong
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Aqua,Tinted (Blue),,Hong Kong
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Copper,Tinted (Blue),,Hong Kong
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Orange,Tinted (Blue),,Hong Kong
1968,Custom Volkswagen,Sweet Sixteen,Dark Enamel Green,Tinted (Blue),,Hong Kong
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Purple,Tinted (Blue),,Hong Kong
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Olive,Tinted (Blue),,Hong Kong
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Light Blue,Tinted (Blue),,Hong Kong
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Blue,Tinted Blue,White or Grey or Brown,HK
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Aqua,,,HK
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Copper,,,HK
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Orange,,,HK
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Red,,,HK
1968,Custom Volkswagen,Sweet Sixteen,Spectraflame Green,,,HK
1968,Custom Volkswagen,Sweet Sixteen,Dark Enamel Green,,,HK
1974,Custom Volkswagen,Flying Colors,Orange,Blue Tint,Black,Hong Kong
1974,Custom Volkswagen,Flying Colors,Orange,Blue Tint,Black,Hong Kong
1975,Custom Volkswagen,Herfy's Promotion,Orange,Blue Tint,Black,Hong Kong
1980,Custom Volkswagen,Wisconsin Toy Co.,Orange,Blue Tint,Black,Hong Kong
2005,Custom Volkswagen,19th Annual Hot Wheels Collectors Convention,Spectraflame Green,Clear,Beige,China
2006,Custom Volkswagen,HWC.com 5: Real Riders 2/6,Spectraflame Red,Clear,White,China
2007,Custom Volkswagen,21st Annual Hot Wheels Collectors Convention,Spectraflame Pink,Clear,Black,China
2011,Custom Volkswagen,Original 16,Spectraflame Aqua,Smoke,Tan,China
2014,Custom Volkswagen,28th Annual Collectors Convention,Race Team Blue,Tinted,Red,Thailand
2018,Custom Volkswagen,HWC.com Original 16 Display,Spectraflame Dark Red,Blue,Black,China
2019,Custom Volkswagen,33rd Annual Hot Wheels Collectors Convention RLC Party Car,Spectraflame Pink,Tinted (Light Blue),White,Thailand China
1968,Deora,Sweet Sixteen,Spectraflame Purple,Clear,Dark or White,USA
1968,Deora,Sweet Sixteen,Spectraflame Gold,Clear,Dark or White,USA
1968,Deora,Sweet Sixteen,Spectraflame Aqua,Clear,Dark or White,USA
1968,Deora,Sweet Sixteen,Spectraflame Lime,Clear,Dark or White,USA
1968,Deora,Sweet Sixteen,Spectraflame Antifreeze,Clear,Dark or White,USA
1968,Deora,Sweet Sixteen,Spectraflame Red,Clear,Dark or White,USA
1968,Deora,Sweet Sixteen,Spectraflame Green,Clear,Dark or White,USA
1968,Deora,Sweet Sixteen,Spectraflame Blue,Clear,Dark or White,USA
1968,Deora,Sweet Sixteen,Spectraflame Brown,Clear,Dark or White,USA
1968,Deora,Sweet Sixteen,Spectraflame Yellow,Clear,Dark or White,USA
1968,Deora,Sweet Sixteen,Spectraflame Antifreeze,Blue tint,Grey/White,Hong Kong
1968,Deora,Sweet Sixteen,Spectraflame Purple,Blue tint,Grey/White,Hong Kong
1968,Deora,Sweet Sixteen,Spectraflame Gold,Blue tint,Grey/White,Hong Kong
1968,Deora,Sweet Sixteen,Spectraflame Blue,Blue tint,Grey/White,Hong Kong
1968,Deora,Sweet Sixteen,Spectraflame Aqua,Blue tint,Black,Hong Kong
1968,Deora,Sweet Sixteen,Spectraflame Red,Blue tint,Grey/White,Hong Kong
1968,Deora,Sweet Sixteen,Spectraflame Orange,Blue tint,Grey/White,Hong Kong
1968,Deora,Sweet Sixteen,Spectraflame Lime,Blue tint,Black,Hong Kong
1968,Deora,Sweet Sixteen,Spectraflame Gold,Blue tint,Grey/White,Hong Kong
1968,Deora,Sweet Sixteen,Spectraflame Creamy Pink,Blue tint,Grey/White,Hong Kong
1970,Deora,Sky Show,Spectraflame Aqua,Blue tint,White,Hong Kong
1970,Deora,Sky Show,Spectraflame Aqua,Blue tint,Black,Hong Kong
1970,Deora,Sky Show,Spectraflame Purple,Blue tint,Black,Hong Kong
1970,Deora,Sky Show,Spectraflame Purple,Blue tint,White (?),Hong Kong
1994,Deora,Vintage Series,Metalflake Blue,Clear,Black,China
1994,Deora,Vintage Series II,Metalflake Light Blue,Clear,Black,China
1994,Deora,Vintage Series II,Metalflake Red,Clear,Black,China
1994,Deora,Vintage Series II,Metalflake Brown,Clear,Black,China
1994,Deora,Vintage Series II,Metalflake Gold,Clear,Black,China
1994,Deora,Vintage Series II,Metalflake Magenta,Clear,Black,China
1994,Deora,Vintage Series II,Metalflake Light Green,Clear,Black,China
1994,Deora,Vintage Series II,Metalflake Lime,Clear,Black,China
1994,Deora,Vintage Series II,Metalflake Olive,Clear,Black,China
1994,Deora,Vintage Series II,Metalflake Orange,Clear,Black,China
1994,Deora,Vintage Series II,Metalflake Pink,Clear,Black,China
1995,Deora,FAO Schwarz Gold Series Collection II,Gold Chrome,,,China
1995,Deora,Mattel 50th Anniversary Toy Club,Gold Chrome,Clear,Black,
1995,Deora,FAO Schwarz The History of Hot Wheels,Metalflake Blue,,,
1996,Deora,Bonus Car,Metalflake Blue,Clear,White,China
1996,Deora,Vintage Race Team 4-Car Set,Metalflake Blue,Clear,White,China
1997,Deora,New York Toy Fair,Metalflake Blue,,,
1998,Deora,Van de Kamp's Promo,Pink,Clear,White,China
1998,Deora,Hot Wheels 30th Anniversary,Green,Clear,White,
1998,Deora,The 30th Anniversary Deora,Pewter,Grey,,
2001,Deora,Pro Racing,Blue,Clear,White,Thailand
2001,Deora,Pro Racing,Light Blue,Clear,White,Thailand
2001,Deora,Pro Racing,Yellow & Black,Clear,White,Thailand
2001,Deora,Pro Racing,Blue,Tinted (Blue),White,Thailand
2001,Deora,Treasure Hunts 11/12,Metalflake Blue,Tinted (Blue),Light Blue,Thailand
2002,Deora,Mainline,Metalflake Red,Clear,White,Malaysia
2002,Deora,Sci-Fi Monsters 5-Pack,Silver,Tinted (Blue),White,Malaysia
2002,Deora,Sci-Fi Monsters 5-Pack,Silver,Tinted (Blue),White,Thailand
2004,Deora,Roll Patrol,Black,Tinted (Blue),Black,Thailand
2004,Deora,Roll Patrol,Black,Tinted (Blue),Black,Thailand
2004,Deora,Mutant Biotronic Kingdom Set,Green,Tinted (Red),White,Thailand
2004,Deora,Halloween Highway,Black,Orange,Chrome,Thailand
2008,Deora,Since '68: Top 40 31/40,Pearl White,Clear,White,Thailand
2008,Deora,Since '68 Top 40 Set,Metallic Lavender,Clear,White,Thailand
2008,Deora,Toy Fair,Spectraflame Blue,,,
2011,Deora,HWC.com 10 Bonus Release,Spectraflame Blue,Clear,White,China
2015,Deora,HWC.com Original 16,Spectraflame Red,Light Blue Tint,White,Thailand
2018,Deora,HWC.com Original 16 Display,Spectraflame Yellow,,White,
2021,Deora,21st Annual Hot Wheels Collectors Nationals,Spectraflame Magenta,Tinted (Light Blue),White,China
1968,Ford J-Car,Sweet Sixteen,Spectraflame Lime Green,Clear,Black,USA
1968,Ford J-Car,Sweet Sixteen,Spectraflame Purple,Clear,Black,USA
1968,Ford J-Car,Sweet Sixteen,Spectraflame Brown,Clear,Black,USA
1968,Ford J-Car,Sweet Sixteen,Spectraflame Rose,Clear,Black,USA
1968,Ford J-Car,Sweet Sixteen,Spectraflame Blue,Clear,Black,USA
1968,Ford J-Car,Sweet Sixteen,Spectraflame Green,Clear,Black,USA
1968,Ford J-Car,Sweet Sixteen,Enamel White,Clear,Black,USA
1968,Ford J-Car,Sweet Sixteen,Spectraflame Light Blue,Clear,Black,USA
1968,Ford J-Car,Sweet Sixteen,Spectraflame Aqua,Clear,Black,USA
1968,Ford J-Car,Sweet Sixteen,Spectraflame Olive,Clear,Black,USA
1968,Ford J-Car,Sweet Sixteen,Spectraflame Red,Clear,Black,USA
1968,Ford J-Car,Sweet Sixteen,Spectraflame Gold,Clear,Black,USA
1968,Ford J-Car,Sweet Sixteen,Spectraflame Orange,Clear,Black,USA
1968,Ford J-Car,Sweet Sixteen,Enamel Blue,Clear,Black,USA
1968,Ford J-Car,Sweet Sixteen,Spectraflame Hot Pink,Clear,Black,USA
1968,Ford J-Car,Sweet Sixteen,Spectraflame Creamy Pink,Clear,Black,USA
1968,Ford J-Car,Sweet Sixteen,Spectraflame Antifreeze,Clear,Black,USA
1968,Ford J-Car,Sweet Sixteen,Enamel White,Blue,Black,Hong Kong
1968,Ford J-Car,Sweet Sixteen,Spectraflame Red,Blue,Black,Hong Kong
1968,Ford J-Car,Sweet Sixteen,Enamel White,Blue,Black,Hong Kong
1968,Ford J-Car,Sweet Sixteen,Spectraflame Green,Blue,Black,Hong Kong
1968,Ford J-Car,Sweet Sixteen,Spectraflame Light Blue,Blue,Black,Hong Kong
2010,Ford J-Car,HWC.com Series 9 3/6,Spectraflame Powder Blue,Clear,Black,Thailand
2015,Ford J-Car,HWC.com Original 16,Spectraflame Dark Green,Clear,Silver,Thailand
2018,Ford J-Car,HWC.com Original 16 Display,Spectraflame Navy Blue,,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame Antifreeze,Clear,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame Green,Clear,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame Aqua,Clear,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame Blue,Clear,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame Gold,Clear,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame Lime Green,Clear,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame Orange,Clear,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame Purple,Clear,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame Red,Clear,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame Copper,Clear,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame Hot Pink,Clear,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame Olive,Clear,White or Beige,
1968,Hot Heap,Sweet Sixteen,Spectraflame Apple Green,Clear,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame Magenta,Clear,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame Rose,Clear,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame Creamy Pink,Clear,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame Light Blue,Clear,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame (olive) Gold,Clear,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame Yellow,Clear,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame Brown,Clear,White,
1968,Hot Heap,Sweet Sixteen,Spectraflame Blue,,,
1968,Hot Heap,Sweet Sixteen,Spectraflame Green,,,
1968,Hot Heap,Sweet Sixteen,Spectraflame Red,,,
1968,Hot Heap,Sweet Sixteen,Spectraflame Aqua,Blue tinted,"White, Beige, Brown",
1968,Hot Heap,Sweet Sixteen,Spectraflame Brown,,,
1968,Hot Heap,Sweet Sixteen,Spectraflame Orange,,,
1968,Hot Heap,Sweet Sixteen,Spectraflame Purple,,,
1968,Hot Heap,Sweet Sixteen,Spectraflame Copper,,,
1968,Hot Heap,Sweet Sixteen,Spectraflame Creamy Pink,Blue tinted,Beige,
2012,Hot Heap,HWC.com Bonus Release,Spectraflame Violet,,,
2018,Hot Heap,HWC.com Original 16 Display,Spectraflame Light Brown,,White,
1968,Python,Sweet Sixteen,Spectraflame Green,,,
